0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512
face_dataset\0000045\001.jpg,-0.04373262,-0.19730991,-0.1224423,0.14605285,-0.37933034,0.21043731,0.4430901,-0.38932973,-0.23840986,-0.11798214,0.40704918,-0.28196838,0.13743041,0.21252306,0.09999099,0.09999947,0.2710806,-0.4003083,0.5817382,-0.10440994,0.32121187,0.07933415,-0.07811359,0.01732483,-0.35514182,0.06620821,-0.107977204,-0.28344798,-0.44288132,-0.08675676,0.0043530534,0.043682426,0.18979451,-0.02939234,0.15967421,-0.10154857,-0.13126706,-0.053343948,-0.07197127,-0.5054397,0.15382466,0.23463136,0.1732221,0.05671719,-0.025753416,-0.44856548,-0.31135702,0.43128684,0.17069009,0.17249446,0.45710376,0.17359354,-0.3165908,-0.034614436,-0.08767174,-0.17831358,-0.22140644,-0.013773999,-0.08154412,0.20870128,-0.20216571,0.034613054,-0.21742098,0.16521175,0.43460557,0.21910062,-0.023611847,-0.0670514,-0.47523934,-0.07193717,0.27245763,-0.020042947,0.11894397,-0.3279331,-0.08923863,0.40257522,-0.15103263,-0.33697605,0.07846632,-0.17802465,-0.38161927,-0.4788504,-0.018482104,-0.37761176,0.14129266,-0.06025757,0.0063970895,0.57908833,-0.49675667,-0.25258404,-0.33349696,0.14138883,0.09076615,-0.17483301,0.20845084,-0.0661581,0.0051090466,0.41464594,0.50341666,-0.013951973,0.51534355,0.2896508,-0.0494439,0.10018633,0.13408004,0.20757468,0.51499873,-0.06750606,0.04719078,-0.23243104,-0.078750245,0.37647507,-0.15331632,-0.5353172,0.16153903,-0.00642577,-0.22311495,-0.118127674,-0.51024085,-0.3695185,-0.6102111,0.24654262,-0.33917382,-0.15508017,-0.13111365,-0.30094838,-0.13259043,-0.043325987,-0.21538804,-0.05294341,0.25814638,0.26644704,0.22691973,0.2462132,0.20953223,0.29258257,0.24284948,0.03803433,0.091685176,0.29852566,0.060975343,-0.036797263,-0.3905825,0.6625999,0.061569326,-0.1227653,-0.14875022,-0.07708868,-0.09696049,0.0034988914,-0.27234313,0.09231612,-0.1187152,0.33372504,-0.12000691,-0.13740419,0.33171165,-0.40940455,-0.036653396,0.23451747,-0.4130018,-0.3182748,-0.50880444,0.4114998,-0.14302999,-0.3382457,-0.35973862,0.23293734,0.47964507,-0.15521258,-0.048771087,0.08055539,0.19000491,-0.4049028,-0.47273082,0.39240658,-0.20974602,0.11983406,-0.13502458,-0.0036076864,-0.16985367,0.39783394,0.14212744,0.1538828,0.052957818,0.26411322,-0.16698378,-0.39254433,-0.42911223,0.22874106,0.19583674,0.3576664,0.012570302,0.022969306,0.33855727,-0.07491092,0.38382185,-0.33937448,-0.20784022,-0.4323139,-0.055437602,-0.21308991,0.002731961,-0.03841538,0.26841742,-0.064785935,-0.035674192,0.12205957,0.3590364,0.13919958,-0.04190395,-0.13682687,0.118125215,-0.29486063,0.48604682,0.0235297,-0.18691379,0.062430233,-0.13343686,0.02718761,0.47550142,0.42524907,0.3164193,0.0059748357,-0.31453323,-0.16794775,0.027587138,-0.15992178,-0.23683801,0.3053137,-0.12780906,0.04214356,-0.07220626,0.35438663,-0.36947834,0.07077505,0.36812752,0.5092021,0.48123458,0.4752556,-0.14804266,-0.03628559,0.4104696,-0.2558202,0.124210946,-0.30577713,-0.2255772,-0.24985717,0.03626596,0.10465994,-0.07867598,0.03595734,-0.43086722,0.07880619,-0.40825868,0.050576437,-0.051946647,0.00847098,-0.14596069,0.27329284,-0.425016,-0.08788086,0.70807785,-0.16911122,-0.14700772,0.13050377,-0.03040252,0.10094241,-0.14987618,0.22851165,-0.39307147,0.013213362,0.9825588,-0.15594377,-0.10165914,-0.13983709,-0.38779497,0.05029886,0.19211817,-0.04604193,0.1276417,-0.27754432,-0.010873017,0.13943996,0.4357775,-0.06865598,-0.29326764,0.070914924,0.035972204,-0.08618575,0.19867674,-0.028404942,0.22413354,0.13208315,0.3992547,-0.091304496,0.35274926,-0.2806674,-0.20767815,-0.26755255,-0.09105759,0.054653563,0.1623223,0.15792792,0.27839234,-0.0011554703,-0.08384869,-0.12150599,0.5237927,0.023078287,-0.30749148,0.31726888,0.16527453,-0.46913666,0.40474966,0.0009880234,0.2826463,-0.00010028084,-0.09760788,0.095976554,-0.009214251,0.4126716,-0.077360496,-0.11968166,-0.18900461,-0.17081445,0.16432899,-0.022971965,-0.6527161,0.05539869,-0.46955252,-0.32454214,0.25320783,0.012933228,-0.18840657,-0.09942086,0.0014210178,0.041823976,0.17044538,0.04781048,0.22584017,0.34043905,0.09945596,0.19242826,-0.13097309,0.08478477,0.1636361,0.010697402,-0.100555316,-0.117476605,0.035764825,0.06987868,0.14835729,0.09691464,-0.019512918,-0.17415583,0.3894192,0.11987125,-0.14609458,-0.28194904,-0.23583433,-0.13090791,-0.20947051,0.047112636,0.30083093,0.41836724,-0.3159307,0.33570758,0.31958362,0.47393212,0.04788264,0.2397991,-0.07940664,0.33564538,0.0809561,0.112946056,0.15939686,0.38401634,-0.42410025,0.21296467,-0.09218556,0.07646676,-0.075928636,-0.39456972,-0.32046187,-0.5098563,-0.28672755,-0.15561397,-0.12280438,0.45391268,-0.41806385,0.6621899,0.37490892,-0.1902039,0.481703,-0.18964623,0.22349137,-0.16027348,-0.3467242,-0.059801538,0.29543582,0.27932027,-0.11164234,0.63039947,-0.05740852,-0.3022178,0.20644203,0.3042978,-0.41147572,-0.23650903,0.27341464,0.36306387,-0.0901708,-0.22631475,-0.2337865,0.22951382,0.074223205,0.28928614,0.26531973,-0.05822859,-0.7600447,-0.341967,-0.21028642,0.41188943,-0.17695245,0.06677569,-0.3481803,-0.15152116,0.023433454,0.08348747,0.03875667,0.37299278,0.3433898,-0.049114194,-0.19420706,-0.016379382,-0.037529103,-0.17513388,0.29282477,-0.42004836,-0.44986227,-0.0051138755,-0.41697037,-0.017221713,0.3138261,0.15495014,-0.13935108,0.11597259,-0.3622741,0.36927342,0.3349412,0.057148267,0.0322841,-0.3782359,0.021734843,-0.05885788,-0.038455736,-0.20788138,0.28778297,-0.12840839,-0.31306663,-0.261993,-0.14155746,0.24390121,0.26464665,-0.28538042,-0.3733381,0.46470866,-0.22221556,0.079590425,-0.09628064,0.0650862,-0.027763855,-0.25201544,-0.16191995,0.077198714,0.021639723,0.0987393,-0.20885977,-0.34853896,-0.095778964,-0.67710555,0.34867328,0.1568909,0.23400018,-0.33168843,-0.41238847,-0.064133756,-0.46999064,-0.334469,0.03605517,0.06979869,0.101840645,0.005495165,0.10610179,0.023878643,-0.44229597,-0.109562114,0.38271528,0.05068275,-0.15156095,0.11952069,0.51141727,0.09232508,0.21835586,0.082791865,-0.056297984,-0.55683297,0.31749767,-0.016100133,0.08373145,0.30784705
face_dataset\0000045\002.jpg,0.12880257,-0.16023043,-0.14925967,-0.16473256,-0.06957396,0.05767338,0.36916748,-0.32316977,0.1101685,-0.29113686,0.30775446,0.119364224,-0.15941398,0.22513007,-0.0058582923,0.07002008,0.17842704,-0.20094927,0.46006867,-0.012614098,0.1281537,0.09910146,0.12873724,0.27972457,-0.5958729,-0.09309042,-0.10221716,-0.21742891,0.040050298,-0.0062434417,0.22363168,-0.015935736,0.17354864,0.095359325,-0.08974348,-0.085234776,-0.1986671,-0.028351149,0.1573099,0.079130165,-0.017057866,0.24111414,0.010550835,0.029349297,0.013737133,-0.13153675,-0.08709577,0.36652339,-0.23677562,0.16887178,0.28014904,0.25121954,-0.1989426,-0.086043425,-0.3308563,-0.16931625,-0.3027765,-0.12288973,-0.042122457,0.14292684,0.13147333,0.15008062,0.07190439,0.11632344,0.03876662,0.022431707,0.046985976,-0.15114212,-0.06738596,0.15358527,0.09114386,-0.039739113,0.39922896,0.070564,0.03527528,-0.0013030991,0.20381528,-0.18555991,0.32003763,-0.24415731,-0.29696524,-0.15159647,-0.20602904,0.17618641,-0.15306059,-0.22200303,-0.18804413,0.20626508,-0.16066103,-0.15579517,0.055789255,0.27493322,-0.27454022,-0.1001906,0.04994689,-0.0596758,-0.063305676,0.47302157,0.23292822,-0.25384873,0.26616123,0.13971539,-0.1752682,0.48113105,0.40147275,-0.043309398,0.14878917,-0.025917482,-0.09775179,-0.06333191,-0.13825,0.48427776,0.0065656514,-0.32354552,0.2596879,0.11093776,-0.107634656,0.050948992,-0.37605464,-0.05997801,-0.29887918,0.15164866,-0.13652208,-0.17858995,-0.26688004,-0.11658095,0.04510743,-0.010997309,-0.043903537,0.050097518,-0.24986269,0.19827841,-0.09954297,-0.03459916,-0.037262376,0.3110413,-0.11230623,-0.045095965,-0.010775509,0.052703287,0.1460049,0.29982838,-0.26119325,0.47060275,0.21204387,0.2831053,-0.45162034,-0.19264105,-0.03515055,-0.034164675,-0.2817447,0.33030564,-0.06096498,0.12913641,0.09206087,0.06797229,0.15553303,-0.14928783,0.13295029,0.2919196,-0.02936146,-0.058644895,-0.24274953,-0.017679492,0.036392868,-0.13102223,-0.2435546,0.04701578,-0.06382859,0.070211336,-0.01945622,0.40544128,0.17941017,0.056098063,-0.14345887,0.21973711,-0.19544587,0.20013407,0.009822718,-0.06068563,-0.17194559,0.03120388,0.020879198,-0.010440739,0.09208571,-0.008957713,-0.34829828,-0.24358965,-0.19859317,0.040732466,0.36736798,0.3054014,-0.1654388,-0.2168467,0.39117655,-0.20044005,0.28044698,-0.3412628,-0.038925715,-0.2597661,-0.27240372,-0.14891174,0.19083403,-0.08381931,0.27554232,-0.096776344,0.06793814,0.1455692,0.2836319,-0.06535497,-0.39743733,-0.04234724,0.11384267,-0.10537481,0.26291922,0.14004499,0.018790042,0.111739494,0.0019810332,-0.05173073,0.16847874,0.27456328,0.19362947,0.26073653,-0.25681522,0.079567246,-0.269247,0.11268534,0.047184784,0.04462449,-0.01560006,0.2569611,0.22145744,-0.06979159,-0.063492544,-0.30839705,0.11016802,0.3902245,0.06421529,0.25823316,-0.05994506,-0.18015349,0.042775124,-0.11930578,0.0031613675,-0.12138705,-0.15749756,-0.23682936,-0.17183779,-0.054545432,-0.044724736,0.051390007,0.025244426,0.023860263,-0.45525217,-0.10273502,-0.23080665,-0.049205564,-0.12257784,0.19036639,-0.26616937,0.11221366,0.13036093,-0.3919047,0.3679611,-0.29924375,-0.027058944,0.13174823,0.12663858,0.05191232,-0.029593801,0.084219374,0.48291403,-0.14325726,-0.04595468,-0.059479468,-0.043719202,-0.29595762,0.15293434,-0.24364597,0.27794096,-0.17411414,0.2101364,0.0027992043,-0.14040613,0.042127073,-0.13399948,0.029880062,0.27845687,0.0049111126,0.20734887,0.39878833,0.14355974,-0.017958265,0.41662565,0.06974079,0.49152014,0.014724278,-0.28034043,0.045768194,-0.4544294,-0.032450065,-0.09809015,-0.07746381,-0.15011382,0.19044206,-0.0014724244,-0.27743822,0.4711974,-0.21246162,-0.411525,0.19174726,0.17450266,-0.0032129488,-0.013016179,-0.24191464,0.12314255,0.054778777,0.011937865,0.31301218,0.032248553,0.11665273,-0.23288316,0.022633048,-0.20545377,0.009344428,-0.0075254734,-0.06359084,-0.06533467,0.15351099,-0.28171986,0.039935455,-0.11321539,-0.39888892,0.11510807,0.05930882,0.05467173,0.036136724,0.35384327,0.30460155,-0.026859006,-0.049414888,0.29127508,-0.061243292,0.0871483,0.11398869,0.2399592,0.030850058,-0.09709392,-0.11307269,-0.09924178,0.086298816,0.13788638,0.33845472,0.012136235,-0.22148873,0.2665024,0.19756304,-0.22412752,0.12204158,-0.38837785,-0.19253783,-0.2109137,0.062419657,-0.08496315,-0.076443605,0.08164383,0.07747136,0.41732773,-0.013336245,0.2035375,0.27647528,-0.22461805,-0.23584698,0.1770581,0.12635158,0.15732789,0.0526435,-0.32011226,0.3620338,-0.0806614,0.20280209,0.009942188,-0.42213792,-0.49687126,0.1010294,-0.059118055,-0.1940881,-0.22453664,0.096296154,-0.23313579,0.042901754,0.18636563,-0.39207533,0.05427791,-0.2907444,0.149893,-0.12505347,-0.20429678,0.07530261,0.46991658,0.42576045,-0.09859538,0.03746669,0.023390962,-0.09367991,0.3348157,-0.18231407,-0.2677827,-0.28135064,0.0080505675,0.21675831,0.11853207,-0.095118605,-0.1701803,0.099184334,-0.036363978,0.32478893,-0.08486858,-0.2848522,-0.5572453,-0.16911812,-0.011004284,0.08461301,-0.08719786,0.19547158,-0.25305873,-0.25904173,-0.06641977,0.1249642,0.20726135,0.18525718,-0.22068892,-0.17803815,-0.07901682,-0.12152638,0.15776671,-0.20081,0.022792175,-0.1611144,0.17788677,0.17468332,-0.23949346,-0.16570006,0.012374235,0.25106025,-0.02565017,0.31215766,-0.055380885,0.38939387,0.54152524,0.007709933,-0.18223888,-0.23985043,0.017663512,-0.069569156,-0.21311948,0.14693071,-0.39324054,0.19763729,0.12954222,-0.1811922,-0.15012088,-0.11046584,-0.045268785,-0.19200462,0.14640737,0.2881141,-0.00800419,-0.075328514,0.2595354,0.067938894,0.01588138,0.023144808,-0.09597564,-0.12097751,0.24853763,-0.08070985,0.07664607,-0.106212966,0.08929303,-0.2826881,0.09884277,-0.029968431,0.13105367,-0.14653194,-0.53345484,-0.05031376,-0.657124,-0.023435278,0.2438928,-0.2804492,0.0772763,0.18054417,0.042564362,-0.14116614,-0.42195836,-0.2717036,0.1027557,0.004512337,-0.31765363,0.16389704,0.26801407,-0.18352479,0.015631283,0.22925079,0.043293253,-0.17459875,0.0916053,0.03822944,0.030030103,0.38312712
face_dataset\0000045\003.jpg,0.04834406,-0.4589263,-0.21487632,0.021222038,-0.35757843,-0.12895885,0.15559852,-0.2182212,-0.2077931,-0.065017655,0.45559165,0.1432444,-0.16836897,0.22020653,0.23068939,0.16042542,0.2418255,-0.35090098,0.7182392,-0.16560121,0.30271167,-0.09974906,0.28462222,-0.07053465,-0.4576018,0.2134134,-0.22755009,-0.31804556,-0.17537649,-0.13822976,0.085882574,0.09383154,0.32465565,-0.07875938,-0.11047471,-0.118455075,0.020733146,-0.01812321,0.25139856,-0.063651904,-0.029722903,0.1571712,0.1168644,-0.039155845,0.3865033,-0.4983881,-0.1358016,0.5031898,0.09671641,0.20474751,0.28027257,0.3689608,-0.18103464,0.0149680665,-0.09273068,-0.23968191,-0.11227856,0.10633582,0.053843066,0.2885319,0.14882424,0.05149406,-0.002345062,0.23960903,0.14140373,0.19209684,0.09849681,-0.38308114,-0.29993412,-0.055382308,0.440431,0.21683244,0.3186587,0.09031578,0.08809097,0.41160366,0.15365303,-0.20609812,0.22083451,-0.37621802,-0.23194826,-0.60604864,-0.12658063,0.088106334,-0.06593794,-0.06977045,0.0018037652,0.15300259,-0.37205228,-0.35797846,0.032373168,0.04096738,0.015669309,-0.16277292,-0.06360945,-0.1410494,0.14992648,0.35404453,0.25258744,0.38793868,0.27249393,0.22253996,-0.054790072,0.14564443,0.17667729,0.07703233,0.5339671,-0.08097449,-0.24414808,-0.028876713,-0.12753165,0.38799092,0.107472405,-0.37882727,0.25604537,0.047153298,0.014936024,-0.10532828,-0.7484505,-0.23244375,-0.33709157,0.21236284,-0.29236424,-0.20746371,-0.25686195,0.010815731,-0.034170814,0.111871794,-0.07300258,0.24238487,0.07847265,0.3705117,0.22669883,-0.035284817,0.19404553,0.18447392,0.26141116,-0.1185127,-0.10113631,0.13295789,-0.007030015,0.07031897,-0.28469583,0.61495966,0.1968687,0.06616767,-0.47046736,-0.28392157,0.04283628,0.01558616,-0.33948874,0.23137724,-0.21397343,0.26597095,-0.043554675,0.059854902,0.115596674,-0.33331195,-0.0018224721,0.47405827,-0.1935799,-0.58088464,-0.36863947,0.26261508,-0.048460267,-0.19481327,-0.28727117,0.057559278,0.21858394,-0.074216805,0.2390265,0.1767524,0.22546387,-0.35539678,-0.30551207,0.148585,-0.3951401,0.20585902,-0.052470505,-0.14086488,0.06679266,0.28652686,0.051108286,-0.053372186,-0.06627092,0.43256125,-0.23756216,-0.068323985,-0.2230653,0.03376161,0.10745172,0.23297381,-0.068819165,0.055819016,0.239797,-0.29851705,0.32900542,-0.535014,-0.11702233,-0.5000631,-0.27599895,-0.07283305,0.20535347,0.014942837,0.2558578,-0.059092365,-0.17782307,0.1355649,0.35576195,0.15166157,-0.2539115,-0.49621376,0.05388735,-0.07911416,0.4241208,0.043912053,0.051479768,0.27950025,-0.22311558,0.021831112,0.4043169,0.4641796,0.43444937,0.22130415,-0.30236185,-0.09393293,-0.14209276,-0.15694922,-0.29313582,0.27788085,-0.1331417,0.14130263,0.16864362,0.0460077,-0.33927053,-0.10572695,0.03958684,0.39909053,0.14752388,0.2969802,-0.44234353,-0.13138351,0.3100482,-0.3757278,0.12733707,-0.41570106,-0.18410626,-0.10316456,0.074675895,0.2167355,0.14471821,0.049698725,-0.05014505,0.057067905,-0.44304615,0.21618779,0.117399335,-0.079216704,-0.036206685,0.38478553,-0.18412001,-0.017227564,0.3238042,-0.34015733,0.14411728,-0.055552956,0.010387449,0.0053019966,0.25254112,0.27504057,-0.2099875,0.15756492,0.6302434,-0.49896362,-0.2620423,0.12901497,-0.40459323,-0.20895454,0.26635566,-0.308832,0.23668548,-0.2511026,0.15386187,-0.13189888,0.13433018,-0.4275966,-0.04509047,-0.16275287,0.12313784,-0.06717523,0.33062163,0.005954579,0.17801473,0.015228712,0.2050416,-0.34522992,0.5388641,0.14695105,-0.35858044,-0.09924515,-0.5090287,0.18886645,-0.000535616,-0.021923782,0.0501567,0.09756813,0.123223074,-0.19248185,0.32755587,-0.0002156325,-0.40562096,0.22830857,0.00772472,-0.381413,0.2911884,0.07348445,0.22479953,0.020435011,-0.17671974,0.29962903,-0.021037953,0.15695906,-0.083753325,0.13948004,-0.09409505,-0.1085057,0.028512778,0.020719027,-0.35339022,0.12942712,-0.5190547,-0.23071714,0.27368572,-0.35520515,0.010670281,-0.0138951065,-0.11887202,0.02614349,0.34583095,-0.006235646,-0.012732063,0.4247065,0.27953663,0.16948865,-0.21429065,0.024911286,0.31823784,0.1990104,-0.20643848,-0.042193476,-0.083090246,-0.026656251,0.19976245,-0.0404474,-0.07780176,-0.32361683,0.26029882,0.1982894,-0.055000704,-0.23431806,-0.13735607,-0.2575808,-0.055924777,0.133863,0.15383482,0.34761617,-0.18858247,0.23091382,0.29711846,0.17496327,0.18101776,0.3337678,-0.069436416,0.09481224,0.29837456,0.24012426,-0.15246111,0.44986743,-0.4009498,0.13314009,0.13478607,0.14699078,-0.07789268,-0.43072724,-0.6692887,-0.43533063,-0.07837987,-0.26594597,-0.040726557,0.3535815,-0.2559655,0.55251163,0.36575434,-0.19175671,0.36511666,-0.10805188,0.24971771,-0.028365185,-0.44317925,-0.1869349,0.11830802,0.3930408,-0.019518618,0.42126828,0.10143735,-0.19766133,0.18176714,0.121138975,-0.2939019,-0.11605961,0.13350655,0.46973622,0.16195913,-0.21125746,-0.08872255,0.30264452,-0.036842935,0.41050264,0.2375875,0.2347894,-0.8208184,-0.22011591,0.11780768,0.41943043,-0.17659229,0.41776767,-0.17983651,-0.07006269,-0.287535,0.19791517,0.101845846,0.34578848,-0.08368713,-0.17535052,-0.056898665,-0.071889386,-0.077862866,-0.13725466,0.14851835,-0.23208229,-0.08899528,0.06209339,-0.42734936,-0.16536784,0.42201513,0.4363506,-0.2854866,0.1605025,-0.4675531,0.5778221,0.23096205,0.16938353,-0.2283905,-0.22534132,0.096864216,-0.02798006,-0.20376219,-0.15340914,-0.22470501,0.34659865,-0.08831401,-0.54909056,-0.096320555,-0.0101197185,0.12538703,0.044355344,0.03321589,0.43102616,-0.07075852,-0.16915628,0.24859458,-0.06787372,0.10131981,-0.31993598,-0.24138874,0.09449041,-0.022914426,0.021743586,-0.14122562,-0.21297273,0.22808838,-0.6165586,0.0092516,0.11210434,0.10871822,-0.3133367,-0.36483184,0.04368227,-0.5363886,0.068915665,0.33162674,-0.26328805,0.19577822,-0.03892256,-0.39768428,0.11178904,-0.5077428,-0.16416529,0.0966836,-0.16617262,-0.19301192,0.2180235,0.16599691,-0.22439636,-0.03491984,0.1475983,-0.1354822,-0.5901159,0.24597408,-0.30581802,-0.04219585,0.18903607
